,RCLC1 Price,Date,Daily Return
1635,4.448,2000-06-23,-0.022892432086223595
1636,4.56,2000-06-26,0.024868066578013305
1637,4.686,2000-06-27,0.02725671655930923
1638,4.369,2000-06-28,-0.07004519011630514
1639,4.423,2000-06-29,0.012284048916890836
1640,4.476,2000-06-30,0.011911591563489095
1641,4.109,2000-07-05,-0.08555010054840614
1642,4.066,2000-07-06,-0.010519974695117883
1643,4.262,2000-07-07,0.04707881847027052
1644,4.228,2000-07-10,-0.008009465668434159
1645,4.257,2000-07-11,0.006835618838024125
1646,4.031,2000-07-12,-0.054550202710986526
1647,4.166,2000-07-13,0.0329418587037517
1648,4.15,2000-07-14,-0.003848008596173329
1649,4.002,2000-07-17,-0.036314098081065435
1650,4.044,2000-07-18,0.010440064996683204
1651,3.884,2000-07-19,-0.040368750729146384
1652,3.86,2000-07-20,-0.006198366952339019
1653,3.834,2000-07-21,-0.00675853885328672
1654,3.715,2000-07-24,-0.03152996645373031
1655,3.66,2000-07-25,-0.014915530756447519
1656,3.763,2000-07-26,0.027753364198025342
1657,3.82,2000-07-27,0.01503391100718362
1658,3.845,2000-07-28,0.006523180339123476
1659,3.774,2000-07-31,-0.01863815601124882
1660,3.987,2000-08-01,0.054903621452859555
1661,4.214,2000-08-02,0.05537324698277929
1662,4.25,2000-08-03,0.008506667554328006
1663,4.296,2000-08-04,0.010765374270238073
1664,4.348,2000-08-07,0.012031612052399407
1665,4.409,2000-08-08,0.01393193711683758
1666,4.419,2000-08-09,0.0022655197728023023
1667,4.468,2000-08-10,0.011027455058351478
1668,4.475,2000-08-11,0.0015654705198643222
1669,4.318,2000-08-14,-0.03571401963420306
1670,4.234,2000-08-15,-0.019645159379942056
1671,4.413,2000-08-16,0.04140755757473679
1672,4.406,2000-08-17,-0.0015874819072589567
1673,4.436,2000-08-18,0.006785821107969329
1674,4.747,2000-08-21,0.06775977008106035
1675,4.52,2000-08-22,-0.049000845725041216
1676,4.605,2000-08-23,0.018630675863130622
1677,4.54,2000-08-24,-0.014215657654013671
1678,4.628,2000-08-25,0.01919779727817363
1679,4.685,2000-08-28,0.012241106358955218
1680,4.618,2000-08-29,-0.014404204758081712
1681,4.801,2000-08-30,0.03886251861649971
1682,4.782,2000-08-31,-0.003965360512670368
1683,4.618,2000-09-01,-0.03489715810382935
1684,4.95,2000-09-05,0.06942586564829538
1685,5.071,2000-09-06,0.024150460232282907
1686,4.998,2000-09-07,-0.014500204400121255
1687,4.88,2000-09-08,-0.02389261254770489
1688,5.011,2000-09-11,0.026490276112531786
1689,5.008,2000-09-12,-0.000598862179790183
1690,5.055,2000-09-13,0.009341218674637327
1691,5.195,2000-09-14,0.027318772078756114
1692,5.206,2000-09-15,0.0021151820211828876
1693,5.295,2000-09-18,0.016951172480995987
1694,5.363,2000-09-19,0.012760540947418393
1695,5.318,2000-09-20,-0.00842622717996023
1696,5.287,2000-09-21,-0.005846315567514892
1697,5.131,2000-09-22,-0.0299504052934853
1698,5.276,2000-09-25,0.027867662895240387
1699,5.324,2000-09-26,0.009056665677797138
1700,5.312,2000-09-27,-0.002256488358732393
1701,5.124,2000-09-28,-0.036033028139645026
1702,5.186,2000-09-29,0.012027303081984953
1703,5.352,2000-10-02,0.03150763570945483
1704,5.348,2000-10-03,-0.0007476635862306207
1705,5.29,2000-10-04,-0.010904413369488674
1706,5.152,2000-10-05,-0.026433257068155483
1707,5.008,2000-10-06,-0.028348355004255085
1708,5.15,2000-10-09,0.02796008087784737
1709,5.134,2000-10-10,-0.0031116322266961406
1710,5.508,2000-10-11,0.07031649841745968
1711,5.63,2000-10-12,0.021907861285190622
1712,5.537,2000-10-13,-0.016656604310768867
1713,5.364,2000-10-16,-0.03174287242139804
1714,5.439,2000-10-17,0.013885255021391592
1715,5.228,2000-10-18,-0.03956642467884819
1716,4.951,2000-10-19,-0.0544392193826896
1717,4.937,2000-10-20,-0.0028317171025600872
1718,5.072,2000-10-23,0.026977357858199005
1719,4.82,2000-10-24,-0.050961289072415775
1720,4.659,2000-10-25,-0.03397309522784933
1721,4.664,2000-10-26,0.0010726162135314902
1722,4.541,2000-10-27,-0.02672619693237707
1723,4.485,2000-10-30,-0.012408756605054649
1724,4.49,2000-10-31,0.0011142062434035577
1725,4.686,2000-11-01,0.04272663833144101
1726,4.76,2000-11-02,0.01566832815772467
1727,4.931,2000-11-03,0.03529413899866051
1728,4.849,2000-11-06,-0.01676930911877384
1729,5.081,2000-11-07,0.0467355944883796
1730,5.338,2000-11-08,0.04934295837073756
1731,5.445,2000-11-09,0.019846705402591463
1732,5.456,2000-11-10,0.0020181641562371953
1733,5.698,2000-11-13,0.043399315534555644
1734,6.016,2000-11-14,0.054307350571822156
1735,6.265,2000-11-15,0.040556001700492894
1736,5.798,2000-11-16,-0.07746555784856779
1737,6.1,2000-11-17,0.05077574067980176
1738,6.249,2000-11-20,0.024132679767679074
1739,6.408,2000-11-21,0.02512575881911361
1740,6.577,2000-11-22,0.02603150455315585
1741,6.368,2000-11-27,-0.032293265777132
1742,6.016,2000-11-28,-0.05686286189454321
1743,6.181,2000-11-29,0.02705748402959751
1744,6.589,2000-11-30,0.06392152125454673
1745,6.016,2000-12-01,-0.09097900528414424
1746,7.433,2000-12-04,0.21150695909561762
1747,7.384,2000-12-05,-0.006614048542605312
1748,8.485,2000-12-06,0.13898440148563854
1749,8.373,2000-12-07,-0.013287655463894855
1750,8.584,2000-12-08,0.024887762106102555
1751,9.413,2000-12-11,0.09219170723668593
1752,8.145,2000-12-12,-0.14468747051107486
1753,7.537,2000-12-13,-0.07758001719267557
1754,7.413,2000-12-14,-0.0165890091867501
1755,8.396,2000-12-15,0.12452018628380385
1756,8.527,2000-12-18,0.015482197801525696
1757,9.102,2000-12-19,0.06525656983453769
1758,9.326,2000-12-20,0.02431202879167888
1759,9.83,2000-12-21,0.05263273577294596
1760,9.579,2000-12-22,-0.0258657317583205
1761,9.805,2000-12-26,0.023319257247554917
1762,9.978,2000-12-27,0.017490209790536115
1763,9.263,2000-12-28,-0.07435469916695511
1764,9.775,2000-12-29,0.05380013559953908
1765,8.364,2001-01-02,-0.15589132430504232
1766,8.189,2001-01-03,-0.021144991278336016
1767,8.966,2001-01-04,0.09064785544519642
1768,9.261,2001-01-05,0.03237238845488416
1769,9.689,2001-01-08,0.04517918721473526
1770,9.819,2001-01-09,0.013328062784286113
1771,9.128,2001-01-10,-0.07297267162737868
1772,8.708,2001-01-11,-0.04710446918747346
1773,8.472,2001-01-12,-0.027475535073195768
1774,8.103,2001-01-16,-0.04453224482051704
1775,6.909,2001-01-17,-0.1594094539719304
1776,7.136,2001-01-18,0.03232748577105044
1777,7.459,2001-01-19,0.044268961695317896
1778,7.457,2001-01-22,-0.000268168411368409
1779,6.946,2001-01-23,-0.0709872342397755
1780,7.115,2001-01-24,0.02403927721993357
1781,7.27,2001-01-25,0.021551060003612187
1782,7.256,2001-01-26,-0.0019275787325923955
1783,6.293,2001-01-29,-0.14239080826803893
1784,6.097,2001-01-30,-0.031641057619117396
1785,5.707,2001-01-31,-0.06610335537110808
1786,6.293,2001-02-01,0.09774441299022549
1787,6.743,2001-02-02,0.06906702520764839
1788,5.706,2001-02-05,-0.16698667696113664
1789,5.764,2001-02-06,0.010113425345967412
1790,6.235,2001-02-07,0.07854690099472417
1791,6.158,2001-02-08,-0.012426529629691128
1792,6.21,2001-02-09,0.008408846443078667
1793,5.821,2001-02-12,-0.06468882765578902
1794,6.019,2001-02-13,0.03344906427603536
1795,5.518,2001-02-14,-0.08690565677053949
1796,5.594,2001-02-15,0.013679118984673696
1797,5.568,2001-02-16,-0.004658671747649542
1798,5.278,2001-02-20,-0.053488684950986236
1799,5.146,2001-02-21,-0.02532752422157986
1800,5.142,2001-02-22,-0.0007776050158545621
1801,5.131,2001-02-23,-0.002141536883869962
1802,4.998,2001-02-26,-0.02626273954706714
1803,5.279,2001-02-27,0.05469885342871853
1804,5.236,2001-02-28,-0.00817883779382576
1805,4.998,2001-03-01,-0.04652001563489282
1806,5.27,2001-03-02,0.05299253014051017
1807,5.336,2001-03-05,0.01244594606005179
1808,5.315,2001-03-06,-0.003943296819411272
1809,5.35,2001-03-07,0.006563549114003847
1810,5.285,2001-03-08,-0.012223941585714146
1811,5.072,2001-03-09,-0.04113740218727614
1812,5.159,2001-03-12,0.017007545127588005
1813,5.006,2001-03-13,-0.030105569252930345
1814,4.911,2001-03-14,-0.019159605952475105
1815,4.927,2001-03-15,0.0032526965047185285
1816,5.035,2001-03-16,0.02168324260869962
1817,5.063,2001-03-19,0.005545666817246479
1818,5.287,2001-03-20,0.04329178426554115
1819,5.041,2001-03-21,-0.047646502152819244
1820,5.212,2001-03-22,0.03335918416210475
1821,5.273,2001-03-23,0.011635801285733997
1822,5.322,2001-03-26,0.00924971200716474
1823,5.621,2001-03-27,0.05466041146444049
1824,5.384,2001-03-28,-0.0430779916775112
1825,5.274,2001-03-29,-0.020642504411331773
1826,5.025,2001-03-30,-0.04836363398595546
1827,5.103,2001-04-02,0.015403148136694762
1828,5.115,2001-04-03,0.00234879732175555
1829,5.182,2001-04-04,0.013013682736328502
1830,5.422,2001-04-05,0.04527366893655546
1831,5.388,2001-04-06,-0.006290492528356248
1832,5.477,2001-04-09,0.016383247253466723
1833,5.559,2001-04-10,0.014860730169748051
1834,5.385,2001-04-11,-0.031800925362980605
1835,5.381,2001-04-12,-0.0007430801010692014
1836,5.516,2001-04-16,0.024778729423772742
1837,5.248,2001-04-17,-0.04980590828926741
1838,5.148,2001-04-18,-0.01923876190790779
1839,5.101,2001-04-19,-0.009171690793090706
1840,5.128,2001-04-20,0.005279120677579472
1841,5.125,2001-04-23,-0.0005851945938970274
1842,5.078,2001-04-24,-0.00921304174198508
1843,4.981,2001-04-25,-0.019286809191340494
1844,4.891,2001-04-26,-0.018233892533926165
1845,4.867,2001-04-27,-0.004919050705902838
1846,4.695,2001-04-30,-0.03597961819109094
1847,4.641,2001-05-01,-0.01156825240118753
1848,4.483,2001-05-02,-0.03463739508573642
1849,4.527,2001-05-03,0.009767003280519193
1850,4.49,2001-05-04,-0.008206766699658643
1851,4.239,2001-05-07,-0.057525309383662876
1852,4.279,2001-05-08,0.009391945064179655
1853,4.202,2001-05-09,-0.018158735011871065
1854,4.348,2001-05-10,0.034155366836154326
1855,4.278,2001-05-11,-0.016230358598749228
1856,4.394,2001-05-14,0.02675436330220467
1857,4.653,2001-05-15,0.05727219890009284
1858,4.298,2001-05-16,-0.07936237464219267
1859,4.248,2001-05-17,-0.011701514280680964
1860,4.291,2001-05-18,0.010071522069750075
1861,4.113,2001-05-21,-0.04236711676110063
1862,4.123,2001-05-22,0.002428364476475917
1863,4.113,2001-05-23,-0.0024283644764758246
1864,4.054,2001-05-24,-0.014448641218478754
1865,3.973,2001-05-25,-0.020182571197346462
1866,3.738,2001-05-29,-0.06097076779909072
1867,3.981,2001-05-30,0.06298233498480907
1868,3.914,2001-05-31,-0.016973175044295633
1869,3.738,2001-06-01,-0.04600915994051344
1870,4.132,2001-06-04,0.10021084222402088
1871,3.892,2001-06-05,-0.05983838693363337
1872,3.801,2001-06-06,-0.023658974316646902
1873,3.79,2001-06-07,-0.0028981709127767837
1874,3.922,2001-06-08,0.03423570867981969
1875,4.179,2001-06-11,0.06347025569162379
1876,4.301,2001-06-12,0.028775570335820934
1877,4.112,2001-06-13,-0.04493802564873534
1878,4.038,2001-06-14,-0.018160008262218166
1879,3.979,2001-06-15,-0.014718988445854227
1880,3.939,2001-06-18,-0.01010364745602273
1881,3.981,2001-06-19,0.010606160029411298
1882,3.734,2001-06-20,-0.06405299889864925
1883,3.747,2001-06-21,0.003475474692019522
1884,3.742,2001-06-22,-0.0013352919596523773
1885,3.446,2001-06-25,-0.08240608974615998
1886,3.397,2001-06-26,-0.014321448927291118
1887,3.182,2001-06-27,-0.06538275926285174
1888,3.28,2001-06-28,0.030333492480457094
1889,3.096,2001-06-29,-0.05773246666857162
1890,3.117,2001-07-02,0.0067600450577193615
1891,3.201,2001-07-03,0.026592260202526093
1892,3.136,2001-07-05,-0.02051515849956456
1893,3.218,2001-07-06,0.0258119460820301
1894,3.153,2001-07-09,-0.0204056680072677
1895,3.282,2001-07-10,0.04009861210497543
1896,3.342,2001-07-11,0.018116437505302785
1897,3.428,2001-07-12,0.02540757056233124
1898,3.25,2001-07-13,-0.05332200439388722
1899,3.068,2001-07-16,-0.0576291128366363
1900,3.165,2001-07-17,0.031127172091129692
1901,3.087,2001-07-18,-0.02495331007611718
1902,2.939,2001-07-19,-0.049130358083241975
1903,2.955,2001-07-20,0.005429263421281286
1904,2.978,2001-07-23,0.007753283403755664
1905,2.97,2001-07-24,-0.0026899814472090243
1906,3.276,2001-07-25,0.09806121317621454
1907,3.128,2001-07-26,-0.04622934330775829
1908,3.167,2001-07-27,0.01239094487343794
1909,3.353,2001-07-30,0.057070699927588835
1910,3.296,2001-07-31,-0.017145855436866374
1911,3.167,2001-08-01,-0.03992484449072249
1912,3.167,2001-08-02,0.0
1913,3.167,2001-08-03,0.0
1914,3.027,2001-08-06,-0.045212737516921085
1915,2.971,2001-08-07,-0.018673433559111025
1916,3.036,2001-08-08,0.021642263052912822
1917,2.956,2001-08-09,-0.026703856447428148
1918,3.04,2001-08-10,0.028020512332175115
1919,2.999,2001-08-13,-0.013578615651258322
1920,3.094,2001-08-14,0.03118585238400216
1921,3.468,2001-08-15,0.11411330676742105
1922,3.367,2001-08-16,-0.029555918739358006
1923,3.303,2001-08-17,-0.0191909937702849
1924,3.187,2001-08-20,-0.035751110973453244
1925,3.166,2001-08-21,-0.006611073976378973
1926,2.848,2001-08-22,-0.10585196790909109
1927,2.811,2001-08-23,-0.013076701625334433
1928,2.706,2001-08-24,-0.038068762175798576
1929,2.544,2001-08-27,-0.06173388427072053
1930,2.415,2001-08-28,-0.05203835837333967
1931,2.295,2001-08-29,-0.05096644359202763
1932,2.395,2001-08-30,0.04265038735037022
1933,2.38,2001-08-31,-0.006282743179495292
1934,2.359,2001-09-04,-0.008862687257845317
1935,2.42,2001-09-05,0.02552973974305695
1936,2.44,2001-09-06,0.008230499136515444
1937,2.5,2001-09-07,0.024292692569044483
1938,2.392,2001-09-10,-0.04416089578576978
1939,2.369,2001-09-17,-0.009661910911736746
1940,2.225,2001-09-18,-0.06271100955844497
1941,2.102,2001-09-19,-0.0568676431634443
1942,2.137,2001-09-20,0.01651370388225132
1943,2.103,2001-09-21,-0.016038079616447785
1944,1.91,2001-09-24,-0.09626165466202442
1945,1.925,2001-09-25,0.007822725681209078
1946,1.83,2001-09-26,-0.05061000088641799
1947,2.253,2001-09-27,0.2079466945967778
1948,2.244,2001-09-28,-0.0040026737896574445
1949,2.208,2001-10-01,-0.016172859245601072
1950,2.268,2001-10-02,0.026811257450656552
1951,2.32,2001-10-03,0.022668799812712893
1952,2.414,2001-10-04,0.03971793699712128
1953,2.227,2001-10-05,-0.08062973440010932
1954,2.27,2001-10-08,0.019124443218080784
1955,2.388,2001-10-09,0.05067636403704422
1956,2.48,2001-10-10,0.037802364646535275
1957,2.531,2001-10-11,0.020355921386096362
1958,2.43,2001-10-12,-0.040723224210529846
1959,2.378,2001-10-15,-0.021631459083866968
1960,2.592,2001-10-16,0.08616998022143817
1961,2.418,2001-10-17,-0.06948902629742736
1962,2.486,2001-10-18,0.027734240895918482
1963,2.681,2001-10-19,0.07551486616530288
1964,2.807,2001-10-22,0.04592643812592321
1965,2.681,2001-10-23,-0.045926438125923175
1966,2.981,2001-10-24,0.10606895544211205
1967,2.938,2001-10-25,-0.014529736944248755
1968,3.041,2001-10-26,0.03445733094354201
1969,3.202,2001-10-29,0.05158920587929539
1970,3.183,2001-10-30,-0.00595146627456721
1971,3.291,2001-10-31,0.0333673216612472
1972,3.202,2001-11-01,-0.027415855386679934
1973,3.248,2001-11-02,0.014263807724908671
1974,2.922,2001-11-05,-0.10577110897092382
1975,2.88,2001-11-06,-0.014478019180653225
1976,2.87,2001-11-07,-0.003478264376324697
1977,2.96,2001-11-08,0.03087723856443923
1978,2.925,2001-11-09,-0.011894787652149207
1979,2.73,2001-11-12,-0.06899287148695143
1980,2.798,2001-11-13,0.024603267046420983
1981,2.676,2001-11-14,-0.044581733977307386
1982,2.551,2001-11-15,-0.04783770310630768
1983,2.637,2001-11-16,0.033156468211475255
1984,2.791,2001-11-19,0.05675804718303537
1985,2.852,2001-11-20,0.021620547997864392
1986,2.813,2001-11-21,-0.013768973044329585
1987,2.696,2001-11-26,-0.04248233645765918
1988,2.606,2001-11-27,-0.0339527143474073
1989,2.316,2001-11-28,-0.11797491899190454
1990,2.561,2001-11-29,0.10055624750663945
1991,2.701,2001-11-30,0.053224267593090305
1992,2.634,2001-12-03,-0.0251184714893893
1993,2.563,2001-12-04,-0.02732515593915508
1994,2.491,2001-12-05,-0.028494211101890723
1995,2.565,2001-12-06,0.029274242342689365
1996,2.568,2001-12-07,0.0011689072049819618
1997,2.747,2001-12-10,0.06738202128542203
1998,2.803,2001-12-11,0.020180865069514522
1999,2.719,2001-12-12,-0.03042610653231764
2000,2.756,2001-12-13,0.013516187501078384
2001,2.846,2001-12-14,0.03213414651624849
2002,2.686,2001-12-17,-0.05786140156661483
2003,2.657,2001-12-18,-0.010855431323369292
2004,2.616,2001-12-19,-0.01555123318272411
2005,2.686,2001-12-20,0.026406664506093424
2006,2.895,2001-12-21,0.07493201292391284
2007,2.911,2001-12-26,0.005511553738527642
2008,2.555,2001-12-27,-0.13044444110781836
2009,2.774,2001-12-28,0.08223809823697201
2010,2.57,2001-12-31,-0.07638442298551153
2011,2.465,2002-01-02,-0.041714091412474966
2012,2.268,2002-01-03,-0.08329342162914787
2013,2.275,2002-01-04,0.0030816665374081144
2014,2.272,2002-01-07,-0.0013195515440089063
2015,2.281,2002-01-08,0.003953442443346237
2016,2.228,2002-01-09,-0.023509621237213334
2017,2.185,2002-01-10,-0.019488493517484228
2018,2.204,2002-01-11,0.008658062743114531
2019,2.25,2002-01-14,0.020656324925660653
2020,2.291,2002-01-15,0.018058187255029626
2021,2.394,2002-01-16,0.04397720366442296
2022,2.254,2002-01-17,-0.06025919151819684
2023,2.236,2002-01-18,-0.008017860324731719
2024,2.106,2002-01-22,-0.05989814158106908
2025,2.076,2002-01-23,-0.014347448408141427
2026,2.048,2002-01-24,-0.013579258126380866
2027,2.037,2002-01-25,-0.005385569932592696
2028,1.908,2002-01-28,-0.06542256421857398
2029,2.006,2002-01-29,0.05008711651364896
2030,2.08,2002-01-30,0.036225204173483024
2031,2.138,2002-01-31,0.02750291888962678
2032,2.006,2002-02-01,-0.06372812306310977
2033,2.117,2002-02-04,0.05385730261298441
2034,2.074,2002-02-05,-0.02052088234539256
2035,2.101,2002-02-06,0.012934312055527877
2036,2.15,2002-02-07,0.023054420276708103
2037,2.191,2002-02-08,0.01889021847375808
2038,2.286,2002-02-11,0.042445504759289515
2039,2.305,2002-02-12,0.008277111075993035
2040,2.245,2002-02-13,-0.026375155254394208
2041,2.186,2002-02-14,-0.026632131439870844
2042,2.206,2002-02-15,0.009107531076963856
2043,2.397,2002-02-19,0.0830370346209366
2044,2.385,2002-02-20,-0.005018831111942735
2045,2.425,2002-02-21,0.01663240004914205
2046,2.449,2002-02-22,0.009848253580584266
2047,2.307,2002-02-25,-0.059731798778414086
2048,2.388,2002-02-26,0.034508216338738996
2049,2.427,2002-02-27,0.016199731214108826
2050,2.357,2002-02-28,-0.0292663027904702
2051,2.388,2002-03-01,0.013066571576361473
2052,2.488,2002-03-04,0.04102297934657735
2053,2.467,2002-03-05,-0.008476337329713363
2054,2.566,2002-03-06,0.0393454286462249
2055,2.756,2002-03-07,0.07143208695796742
2056,2.8,2002-03-08,0.015839064029746167
2057,3.021,2002-03-11,0.07596848522337672
2058,3.018,2002-03-12,-0.0009935420588777898
2059,2.87,2002-03-13,-0.05028233057412725
2060,2.924,2002-03-14,0.01864051211600222
2061,3.076,2002-03-15,0.0506775097558655
2062,3.305,2002-03-18,0.07180642166025206
2063,3.256,2002-03-19,-0.014937025163355891
2064,3.111,2002-03-20,-0.0455552302247938
2065,3.431,2002-03-21,0.09790754596081257
2066,3.326,2002-03-22,-0.03108138310557668
2067,3.457,2002-03-25,0.038630780168751405
2068,3.472,2002-03-26,0.004329635858616269
2069,3.29,2002-03-27,-0.05384323202082316
2070,3.283,2002-03-28,-0.002129926257824965
2071,3.531,2002-04-01,0.07282347842679379
2072,3.654,2002-04-02,0.03424134100956553
2073,3.506,2002-04-03,-0.04134667145677224
2074,3.333,2002-04-04,-0.050602987173439966
2075,3.275,2002-04-05,-0.017554930238387514
2076,3.327,2002-04-08,0.015753127949124486
2077,3.201,2002-04-09,-0.03860773604861358
2078,3.184,2002-04-10,-0.005324993005589385
2079,3.103,2002-04-11,-0.025768882515893425
2080,3.125,2002-04-12,0.007064897722121711
2081,3.43,2002-04-15,0.09312597798948384
2082,3.294,2002-04-16,-0.04045762942239995
2083,3.477,2002-04-17,0.05406722127027579
2084,3.485,2002-04-18,0.0022981911867629313
2085,3.527,2002-04-19,0.011979607041427875
2086,3.596,2002-04-22,0.0193744653554588
2087,3.591,2002-04-23,-0.0013914013654279748
2088,3.419,2002-04-24,-0.04908260458678155
2089,3.295,2002-04-25,-0.036941942702693756
2090,3.319,2002-04-26,0.0072573647833669664
2091,3.561,2002-04-29,0.07037787155780317
2092,3.795,2002-04-30,0.0636430065519526
2093,3.735,2002-05-01,-0.01593659226281264
2094,3.684,2002-05-02,-0.01374870019172012
2095,3.745,2002-05-03,0.016422498576122286
2096,3.595,2002-05-06,-0.04087762579617271
2097,3.673,2002-05-07,0.021464775664520153
2098,3.746,2002-05-08,0.019679837184366406
2099,3.719,2002-05-09,-0.007233789078963779
2100,3.749,2002-05-10,0.008034322810842041
2101,3.783,2002-05-13,0.009028207897117172
2102,3.855,2002-05-14,0.01885366136440055
2103,3.64,2002-05-15,-0.05738732536664343
2104,3.609,2002-05-16,-0.008552955987997856
2105,3.598,2002-05-17,-0.0030525901323102005
2106,3.49,2002-05-20,-0.030476399314005455
2107,3.395,2002-05-21,-0.027597975203676402
2108,3.459,2002-05-22,0.01867576894437215
2109,3.438,2002-05-23,-0.0060896229943741
2110,3.347,2002-05-24,-0.02682548473146804
2111,3.28,2002-05-28,-0.02022099983313719
2112,3.42,2002-05-29,0.041797128678461457
2113,3.222,2002-05-30,-0.059638266319731105
2114,3.217,2002-05-31,-0.001553036497893256
2115,3.242,2002-06-03,0.007741175056595013
2116,3.328,2002-06-04,0.02618109964547779
2117,3.26,2002-06-05,-0.020644327580345866
2118,3.182,2002-06-06,-0.024217265463021123
2119,3.204,2002-06-07,0.006890099290517746
2120,3.135,2002-06-10,-0.02177085512122888
2121,3.132,2002-06-11,-0.0009573959563272215
2122,3.057,2002-06-12,-0.024237735219859308
2123,3.211,2002-06-13,0.04914837219867942
2124,3.342,2002-06-14,0.03998701506582519
2125,3.377,2002-06-17,0.01041831123022855
2126,3.312,2002-06-18,-0.019435504880417384
2127,3.314,2002-06-19,0.0006036824813580237
2128,3.216,2002-06-20,-0.03001756768765121
2129,3.237,2002-06-21,0.006508623627387257
2130,3.43,2002-06-24,0.05791328623374122
2131,3.449,2002-06-25,0.005524072776855184
2132,3.278,2002-06-26,-0.05085085363306587
2133,3.236,2002-06-27,-0.012895481125392677
2134,3.245,2002-06-28,0.0027773509598080027
2135,3.192,2002-07-01,-0.01646767056849097
2136,3.145,2002-07-02,-0.014833789435158493
2137,3.142,2002-07-03,-0.0009543503189745014
2138,2.939,2002-07-08,-0.06679015239664901
2139,2.991,2002-07-09,0.017538392211030773
2140,2.864,2002-07-10,-0.043388530549411844
2141,2.83,2002-07-11,-0.011942537443252807
2142,2.787,2002-07-12,-0.015310963155335143
2143,2.784,2002-07-15,-0.001077006027637949
2144,2.863,2002-07-16,0.02798128364380487
2145,2.841,2002-07-17,-0.007713923243927039
2146,2.943,2002-07-18,0.03527336637928478
2147,2.933,2002-07-19,-0.003403679256021809
2148,2.947,2002-07-22,0.004761913760243785
2149,2.889,2002-07-23,-0.019877282271459573
2150,3.042,2002-07-24,0.05160477235300303
2151,2.902,2002-07-25,-0.047115039375104945
2152,2.936,2002-07-26,0.011647956290272987
2153,2.976,2002-07-29,0.013532006218576373
2154,2.891,2002-07-30,-0.028977653936636427
2155,2.954,2002-07-31,0.021557721074979056
2156,2.842,2002-08-01,-0.038652154434279225
2157,2.858,2002-08-02,0.005614049832766699
2158,2.678,2002-08-05,-0.0650518322386949
2159,2.716,2002-08-06,0.014089962427469025
2160,2.66,2002-08-07,-0.020834086902842025
2161,2.745,2002-08-08,0.031454952167886206
2162,2.761,2002-08-09,0.005811857986523328
2163,2.965,2002-08-12,0.07128409950167133
2164,2.975,2002-08-13,0.0033670065479044697
2165,2.91,2002-08-14,-0.022090957814191972
2166,3.127,2002-08-15,0.07192099729230304
2167,3.149,2002-08-16,0.007010863643183364
2168,3.267,2002-08-19,0.036787190500045454
2169,3.166,2002-08-20,-0.03140317116011275
2170,3.274,2002-08-21,0.0335435174901227
2171,3.515,2002-08-22,0.07102704631368502
2172,3.487,2002-08-23,-0.00799775756911411
2173,3.617,2002-08-26,0.03660318527644682
2174,3.483,2002-08-27,-0.037750961586096685
2175,3.288,2002-08-28,-0.05761451418993077
2176,3.25,2002-08-29,-0.011624480852287324
2177,3.296,2002-08-30,0.014054615705579178
2178,3.132,2002-09-03,-0.051037833918668514
2179,3.193,2002-09-04,0.019289135604088275
2180,3.342,2002-09-05,0.045608516440556954
2181,3.265,2002-09-06,-0.023309667444807572
2182,3.399,2002-09-09,0.04022150798558464
2183,3.356,2002-09-10,-0.012731482109019282
2184,3.25,2002-09-11,-0.03209479226331354
2185,3.329,2002-09-12,0.02401696225124183
2186,3.467,2002-09-13,0.04061770810999852
2187,3.507,2002-09-16,0.011471304455154601
2188,3.679,2002-09-17,0.047880004964596164
2189,3.787,2002-09-18,0.028933172797020436
2190,3.856,2002-09-19,0.01805622782864135
2191,3.758,2002-09-20,-0.02574347575702563
2192,3.978,2002-09-23,0.056892279440506885
2193,3.742,2002-09-24,-0.061158952579882596
2194,3.494,2002-09-25,-0.06857301614003304
2195,3.686,2002-09-26,0.053494647535766625
2196,4.041,2002-09-27,0.0919503268487051
2197,4.138,2002-09-30,0.023720393227014514
2198,4.067,2002-10-01,-0.017306952398263686
2199,4.16,2002-10-02,0.02260944734808442
2200,3.724,2002-10-03,-0.11071671485835123
2201,3.739,2002-10-04,0.004019836580155909
2202,3.74,2002-10-07,0.000267415431464022
2203,3.862,2002-10-08,0.032099572579882
2204,3.918,2002-10-09,0.014396135516026361
2205,3.828,2002-10-10,-0.0232388459316413
2206,4.146,2002-10-11,0.07980154042287996
2207,4.303,2002-10-14,0.03716843984287464
2208,4.247,2002-10-15,-0.01309960252532854
2209,4.227,2002-10-16,-0.00472032974648116
2210,4.299,2002-10-17,0.016889915929491718
2211,4.239,2002-10-18,-0.01405504514364453
2212,4.157,2002-10-21,-0.019533732099999673
2213,4.11,2002-10-22,-0.011370631762357081
2214,4.26,2002-10-23,0.03584613177313566
2215,4.133,2002-10-24,-0.030265624751683744
2216,4.028,2002-10-25,-0.025733560673279515
2217,4.176,2002-10-28,0.03608387572402193
2218,4.126,2002-10-29,-0.01204543593127745
2219,4.389,2002-10-30,0.061792996057036885
2220,4.156,2002-10-31,-0.05454833746911611
2221,4.06,2002-11-01,-0.02337009962333971
2222,3.863,2002-11-04,-0.04973888992949697
2223,3.883,2002-11-05,0.005163967065386119
2224,3.854,2002-11-06,-0.007496480757355602
2225,3.831,2002-11-07,-0.005985704273662747
2226,3.903,2002-11-08,0.01861962247996597
2227,3.778,2002-11-11,-0.03255071911916014
